0.0226349 0.999914 0.00378304
0.0452678 0.999827 0.00384861
0.0678988 0.999739 0.00388698
0.0905281 0.999651 0.00388455
0.113156 0.999564 0.00385491
0.135782 0.999478 0.00379534
0.158407 0.999394 0.00373031
0.181031 0.999311 0.00366525
0.203654 0.999229 0.00361647
0.226276 0.999148 0.0035894
0.248898 0.999067 0.00358677
0.271519 0.998985 0.00360314
0.29414 0.998903 0.00364396
0.316761 0.998819 0.00369292
0.339382 0.998735 0.00374731
0.362003 0.998649 0.00380168
0.384624 0.998562 0.00383971
0.407246 0.998474 0.00386137
0.429868 0.998387 0.00385581
0.452492 0.998301 0.00382573
0.475116 0.998215 0.00377931
0.497742 0.998131 0.00371928
0.52037 0.998048 0.0036674
0.542998 0.997966 0.00363454
0.565629 0.997884 0.00362341
0.588261 0.997801 0.00364487
0.610895 0.997718 0.0036962
0.633531 0.997632 0.00376107
0.65617 0.997546 0.00383406
0.678811 0.997457 0.00390157
0.701454 0.997368 0.00394461
0.724101 0.997278 0.00396317
0.746749 0.997189 0.00395727
0.769401 0.9971 0.00392419
0.792055 0.997012 0.00388296
0.814713 0.996925 0.0038417
0.837374 0.996838 0.00381129
0.860038 0.996752 0.00379987
0.882705 0.996666 0.00381287
0.905376 0.996579 0.00384213
0.928051 0.99649 0.00389038
0.950729 0.996401 0.00394945
0.973411 0.99631 0.00401392
0.996096 0.996217 0.00407293
1.01878 0.996124 0.00412648
1.04148 0.996029 0.00415831
1.06417 0.995935 0.00417385
1.08688 0.99584 0.00416499
1.10958 0.995746 0.00413987
1.13229 0.995653 0.00410393
1.155 0.99556 0.00407883
1.17772 0.995468 0.00406999
1.20044 0.995375 0.0040828
1.22316 0.995281 0.00412808
1.24589 0.995186 0.00419228
1.26863 0.995089 0.00426729
1.29136 0.99499 0.00433956
1.3141 0.99489 0.00439829
1.33685 0.994789 0.00444619
1.3596 0.994687 0.00447244
1.38235 0.994585 0.00448245
1.40511 0.994483 0.00448976
1.42787 0.994381 0.00448354
1.45064 0.994279 0.00448003
1.47341 0.994177 0.00448192
1.49618 0.994075 0.00448651
1.51896 0.993972 0.00450733
1.54174 0.993869 0.00454704
1.56453 0.993764 0.00460025
1.58732 0.993657 0.00466965
1.61011 0.993549 0.00474981
1.63291 0.993439 0.00482185
1.65571 0.993328 0.00488577
1.67852 0.993216 0.0049254
1.70133 0.993103 0.00494614
1.72414 0.99299 0.0049507
1.74696 0.992877 0.00494988
1.76978 0.992764 0.00494906
1.7926 0.992651 0.00496441
1.81543 0.992537 0.00499054
1.83826 0.992422 0.00503551
1.8611 0.992306 0.00508855
1.88394 0.992188 0.00515236
1.90678 0.992069 0.00522154
1.92963 0.991948 0.00528801
1.95248 0.991825 0.00535447
1.97533 0.991702 0.00541283
1.99819 0.991577 0.00546578
2.02105 0.991451 0.00549987
2.04392 0.991325 0.00552855
2.06679 0.991198 0.00554915
2.08966 0.99107 0.00556167
2.11254 0.990943 0.00558226
2.13542 0.990814 0.0056136
2.1583 0.990685 0.00565836
2.18119 0.990554 0.00572192
2.20409 0.990421 0.00579619
2.22698 0.990287 0.00587311
2.24988 0.99015 0.00595268
2.27279 0.990012 0.00602147
2.29569 0.989873 0.00608485
2.31861 0.989733 0.00613209
2.34152 0.989591 0.00617394
2.36444 0.989449 0.0062077
2.38737 0.989306 0.00623873
2.4103 0.989162 0.00627778
2.43323 0.989017 0.00631411
2.45617 0.988871 0.00636649
